wet_day,day_count,avg_crashes,median_crashes,avg_injuries,scenario
0,87,285.7241379310345,289.0,65.42528735632185,B: Open-Meteo
1,94,305.8510638297872,312.0,65.37234042553192,B: Open-Meteo
