wet_day,day_count,avg_daily_crashes,median_daily_crashes,avg_daily_injuries_total,avg_daily_fatal_injuries,avg_unknown_weather_share,avg_unknown_surface_share,wet_day_label
0,87,285.7241379310345,289.0,65.42528735632185,0.25287356321839083,0.08129408953341026,0.14952548106430033,Dry
1,94,305.8510638297872,312.0,65.37234042553192,0.20212765957446807,0.08751706082033482,0.1459754150104523,Wet
