wet_day,avg_clear_share,avg_unknown_other_share,avg_rain_share,avg_snow_like_share,wet_day_label
0,0.8880749932416198,0.08129408953341026,0.00403170737778488,0.010787601824158376,Dry
1,0.6744572869803039,0.08751706082033482,0.1227761853973795,0.06751659350879503,Wet
